20 flow networks in flowNetworks2.txt.

** G1: |V|=100, V={0..99}
(u, v, weight) E = { 
      ( 4, 55,   0)
      ( 4, 64,   6)
      ( 4, 76,  67)
      ( 4, 97,  19)
      ( 4, 103,  84)
      ( 4, 105,  25)
      ( 4, 117,   1)
      ( 4, 122,  95)
      ( 4, 132,   5)
      ( 4, 134,  40)
      ( 4, 137,  77)
      ( 4, 139,  51)
      ( 4, 147,  79)
      ( 4, 188,  54)
      ( 4, 191,  10)
      ( 4, 204,  35)
      ( 4, 209,  43)
      ( 4, 224,  45)
      ( 4, 226,  30)
      ( 4, 229,  52)
      ( 4, 234,  41)
      ( 4, 238,  88)
      ( 4, 249,  10)
      ( 5,  4,  63)
      ( 5,  9,   9)
      ( 5, 23,  89)
      ( 5, 41,  56)
      ( 5, 42,  91)
      ( 5, 46,  86)
      ( 5, 53,  74)
      ( 5, 78,  62)
      ( 5, 120,  31)
      ( 5, 121,  92)
      ( 5, 126,  88)
      ( 5, 137,  67)
      ( 5, 145,  44)
      ( 5, 148,  37)
      ( 5, 152,  92)
      ( 5, 164,  47)
      ( 5, 165,  92)
      ( 5, 172,  26)
      ( 5, 194,  22)
      ( 5, 195,  16)
      ( 5, 197,   1)
      ( 5, 198,  71)
      ( 5, 202,  61)
      ( 5, 204,  65)
      ( 5, 212,  75)
      ( 5, 244,  51)
      ( 5, 246,  52)
      ( 5, 247,  74)
      ( 6, 21,  60)
      ( 6, 25,  18)
      ( 6, 32,  35)
      ( 6, 44,  46)
      ( 6, 50,  81)
      ( 6, 65,  11)
      ( 6, 66,   2)
      ( 6, 67,   6)
      ( 6, 75,  40)
      ( 6, 81,   4)
      ( 6, 87,  47)
      ( 6, 94,  13)
      ( 6, 103,  73)
      ( 6, 117,   8)
      ( 6, 136,  40)
      ( 6, 137,  83)
      ( 6, 142,  57)
      ( 6, 148,  92)
      ( 6, 152,  68)
      ( 6, 180,  74)
      ( 6, 181,  64)
      ( 6, 186,   3)
      ( 6, 190,   3)
      ( 6, 213,  10)
      ( 6, 215,  26)
      ( 6, 225,  71)
      ( 6, 228,  96)
      ( 6, 240,  25)
      ( 7,  2,  80)
      ( 7, 22,  62)
      ( 7, 33,  93)
      ( 7, 36,  28)
      ( 7, 45,  95)
      ( 7, 74,  10)
      ( 7, 98,  73)
      ( 7, 109,  10)
      ( 7, 110,  49)
      ( 7, 119,  54)
      ( 7, 134,  15)
      ( 7, 157,  43)
      ( 7, 160,  31)
      ( 7, 161,  86)
      ( 7, 179,  18)
      ( 7, 186,  88)
      ( 7, 187,  42)
      ( 7, 189,  28)
      ( 7, 204,  93)
      ( 7, 224,  83)
      ( 7, 227,  33)
      ( 7, 228,  10)
      ( 8, 18,  63)
      ( 8, 28,  32)
      ( 8, 31,  21)
      ( 8, 52,  74)
      ( 8, 68,  37)
      ( 8, 74,  96)
      ( 8, 77,  48)
      ( 8, 87,  12)
      ( 8, 88,  38)
      ( 8, 100,  87)
      ( 8, 116,  32)
      ( 8, 133,  37)
      ( 8, 153,  85)
      ( 8, 167,  93)
      ( 8, 175,  92)
      ( 8, 205,  11)
      ( 8, 217,  83)
      ( 8, 223,  98)
      ( 8, 225,  85)
      ( 8, 238,  84)
      ( 8, 248,  47)
      ( 9,  5,  22)
      ( 9,  8,  98)
      ( 9, 14,  78)
      ( 9, 16,   8)
      ( 9, 29,  67)
      ( 9, 30,  92)
      ( 9, 43,  53)
      ( 9, 47,  95)
      ( 9, 59,  59)
      ( 9, 69,  44)
      ( 9, 71,  88)
      ( 9, 75,   8)
      ( 9, 78,  30)
      ( 9, 84,  93)
      ( 9, 85,  88)
      ( 9, 98,  49)
      ( 9, 106,   9)
      ( 9, 107,  62)
      ( 9, 111,  54)
      ( 9, 116,  62)
      ( 9, 139,  12)
      ( 9, 142,  67)
      ( 9, 144,  41)
      ( 9, 168,  79)
      ( 9, 177,  31)
      ( 9, 178,  10)
      ( 9, 180,  44)
      ( 9, 195,  85)
      ( 9, 201,  49)
      ( 9, 207,  67)
      ( 9, 210,  77)
      ( 9, 213,  89)
      ( 9, 217,  71)
      (10,  4,  86)
      (10, 21,  78)
      (10, 30,  81)
      (10, 43,  83)
      (10, 51,  18)
      (10, 70,  20)
      (10, 81,  88)
      (10, 88,  14)
      (10, 97,  58)
      (10, 100,   1)
      (10, 118,  49)
      (10, 119,  36)
      (10, 121,  98)
      (10, 132,  94)
      (10, 137,  30)
      (10, 138,  42)
      (10, 148,  83)
      (10, 155,  31)
      (10, 159,  47)
      (10, 177,  40)
      (10, 189,  47)
      (10, 190,  97)
      (10, 202,  99)
      (10, 209,  83)
      (10, 232,  93)
      (10, 248,  74)
      (10, 249,  49)
      (11, 15,  26)
      (11, 19,  27)
      (11, 58,  21)
      (11, 64,  66)
      (11, 67,  36)
      (11, 68,  76)
      (11, 74,  65)
      (11, 90,  50)
      (11, 92,  79)
      (11, 95,   5)
      (11, 98,  69)
      (11, 106,  86)
      (11, 122,  88)
      (11, 126,  29)
      (11, 146,  84)
      (11, 151,  23)
      (11, 158,  96)
      (11, 185,  91)
      (11, 199,  91)
      (11, 204,  42)
      (11, 239,   5)
      (11, 241,  58)
      (11, 246,  47)
      (12,  6,  52)
      (12, 26,  85)
      (12, 32,  22)
      (12, 36,  91)
      (12, 49,  46)
      (12, 57,  27)
      (12, 74,   6)
      (12, 107,  52)
      (12, 116,  12)
      (12, 131,  44)
      (12, 135,  60)
      (12, 146,  86)
      (12, 176,  79)
      (12, 184,  58)
      (12, 187,   7)
      (12, 191,  15)
      (12, 195,   8)
      (12, 214,  33)
      (12, 216,  90)
      (12, 218,  28)
      (12, 233,  72)
      (12, 241,  92)
      (12, 246,  16)
      (13,  9,  27)
      (13, 20,  50)
      (13, 22,  59)
      (13, 27,  69)
      (13, 31,  50)
      (13, 58,  38)
      (13, 60,  44)
      (13, 65,  70)
      (13, 76,  48)
      (13, 95,  80)
      (13, 104,  17)
      (13, 109,  30)
      (13, 111,  38)
      (13, 113,  72)
      (13, 121,   9)
      (13, 128,  55)
      (13, 136,   1)
      (13, 148,  46)
      (13, 166,  31)
      (13, 187,  12)
      (13, 190,  17)
      (13, 196,  77)
      (13, 198,  86)
      (13, 203,  63)
      (13, 205,   1)
      (13, 207,  12)
      (13, 233,  78)
      (14, 18,  44)
      (14, 23,  57)
      (14, 28,  24)
      (14, 33,  21)
      (14, 42,  90)
      (14, 44,  69)
      (14, 49,  22)
      (14, 52,  12)
      (14, 53,  77)
      (14, 60,   4)
      (14, 63,  85)
      (14, 80,  63)
      (14, 102,  76)
      (14, 103,  58)
      (14, 110,  62)
      (14, 114,  10)
      (14, 133,  66)
      (14, 135,  67)
      (14, 136,  78)
      (14, 145,  94)
      (14, 146,  92)
      (14, 153,  90)
      (14, 181,  90)
      (14, 196,  46)
      (14, 198,  65)
      (14, 199,  92)
      (14, 206,  66)
      (14, 221,  15)
      (14, 227,  36)
      (14, 235,   3)
      (15, 23,  76)
      (15, 30,  42)
      (15, 58,  26)
      (15, 82,  86)
      (15, 91,  37)
      (15, 93,  50)
      (15, 98,  81)
      (15, 109,  94)
      (15, 111,  35)
      (15, 114,  24)
      (15, 122,  26)
      (15, 124,  44)
      (15, 129,  36)
      (15, 136,  61)
      (15, 150,   1)
      (15, 155,  87)
      (15, 176,  18)
      (15, 199,   8)
      (15, 212,  46)
      (15, 227,  89)
      (15, 228,  51)
      (15, 244,  87)
      (15, 248,  49)
      (16,  2,  12)
      (16, 17,  72)
      (16, 20,  76)
      (16, 30,  53)
      (16, 32,  74)
      (16, 48,   3)
      (16, 54,  79)
      (16, 70,  98)
      (16, 74,  20)
      (16, 86,  89)
      (16, 100,  30)
      (16, 120,  18)
      (16, 121,  86)
      (16, 129,  62)
      (16, 132,  93)
      (16, 138,  43)
      (16, 141,  13)
      (16, 146,  54)
      (16, 159,  75)
      (16, 163,   0)
      (16, 174,  42)
      (16, 181,  43)
      (16, 190,  64)
      (16, 206,  65)
      (16, 207,  44)
      (16, 211,  77)
      (16, 223,   7)
      (16, 225,  65)
      (16, 237,  20)
      (16, 240,  66)
      (17,  5,  16)
      (17, 19,  17)
      (17, 38,  64)
      (17, 56,  52)
      (17, 60,  11)
      (17, 69,  29)
      (17, 88,  75)
      (17, 100,  85)
      (17, 101,  77)
      (17, 102,  12)
      (17, 124,  40)
      (17, 138,  82)
      (17, 146,  46)
      (17, 147,  45)
      (17, 161,  63)
      (17, 165,  54)
      (17, 169,  70)
      (17, 174,  25)
      (17, 237,  62)
      (17, 238,  73)
      (17, 241,  92)
      (18,  2,   2)
      (18,  4,  17)
      (18, 10,  42)
      (18, 12,  57)
      (18, 24,  58)
      (18, 25,  66)
      (18, 34,   2)
      (18, 43,  34)
      (18, 57,  90)
      (18, 62,  96)
      (18, 64,  73)
      (18, 106,  12)
      (18, 110,  76)
      (18, 127,  96)
      (18, 151,  11)
      (18, 152,  55)
      (18, 157,  52)
      (18, 190,  95)
      (18, 195,  65)
      (18, 215,  40)
      (19,  3,  35)
      (19,  4,  67)
      (19, 28,  64)
      (19, 35,  35)
      (19, 53,  80)
      (19, 68,   2)
      (19, 71,  46)
      (19, 73,  96)
      (19, 74,  43)
      (19, 80,  84)
      (19, 85,  89)
      (19, 86,  25)
      (19, 88,  71)
      (19, 92,  84)
      (19, 95,  44)
      (19, 118,  68)
      (19, 119,  69)
      (19, 126,   8)
      (19, 132,  11)
      (19, 135,  31)
      (19, 153,   8)
      (19, 156,  85)
      (19, 163,  90)
      (19, 169,  60)
      (19, 190,  56)
      (19, 198,  91)
      (19, 208,  33)
      (19, 218,  13)
      (19, 230,   9)
      (19, 234,  53)
      (20, 11,  65)
      (20, 18,  15)
      (20, 28,  64)
      (20, 31,  79)
      (20, 48,  42)
      (20, 80,   8)
      (20, 99,   1)
      (20, 106,  62)
      (20, 120,  24)
      (20, 126,  55)
      (20, 134,   9)
      (20, 140,  20)
      (20, 152,  47)
      (20, 155,  10)
      (20, 160,  38)
      (20, 177,  49)
      (20, 184,  23)
      (20, 205,  72)
      (20, 206,  54)
      (20, 209,  24)
      (20, 217,  60)
      (20, 228,  20)
      (20, 231,  43)
      (20, 235,  78)
      (21,  1,  60)
      (21,  3,  56)
      (21, 19,  49)
      (21, 22,  49)
      (21, 31,  77)
      (21, 44,  21)
      (21, 54,  86)
      (21, 55,   6)
      (21, 59,  20)
      (21, 66,  17)
      (21, 75,  88)
      (21, 81,  73)
      (21, 102,  21)
      (21, 104,  25)
      (21, 109,  95)
      (21, 125,  52)
      (21, 126,  89)
      (21, 148,   7)
      (21, 149,   9)
      (21, 154,  75)
      (21, 162,  95)
      (21, 171,  58)
      (21, 176,  81)
      (21, 199,  62)
      (21, 206,  29)
      (21, 208,  67)
      (21, 215,  17)
      (22,  6,  27)
      (22, 17,  11)
      (22, 20,  67)
      (22, 47,  15)
      (22, 51,  72)
      (22, 53,  48)
      (22, 75,   3)
      (22, 82,  87)
      (22, 85,   2)
      (22, 99,  51)
      (22, 131,  71)
      (22, 140,  64)
      (22, 156,  26)
      (22, 157,  11)
      (22, 159,  75)
      (22, 189,  48)
      (22, 190,  62)
      (22, 192,  89)
      (22, 218,  26)
      (22, 225,  99)
      (22, 230,  17)
      (22, 236,  64)
      (22, 247,  70)
      (22, 249,  96)
      (23,  5,  47)
      (23,  8,  18)
      (23, 19,  19)
      (23, 35,  33)
      (23, 48,  95)
      (23, 93,  65)
      (23, 103,   5)
      (23, 116,  95)
      (23, 128,   4)
      (23, 143,  70)
      (23, 150,  23)
      (23, 155,  29)
      (23, 162,  35)
      (23, 185,   9)
      (23, 189,  50)
      (23, 194,   1)
      (23, 225,  55)
      (23, 227,  63)
      (23, 228,  52)
      (23, 240,  76)
      (24, 14,  56)
      (24, 18,  86)
      (24, 42,   7)
      (24, 65,  45)
      (24, 82,  92)
      (24, 106,  50)
      (24, 107,  52)
      (24, 114,   8)
      (24, 124,  71)
      (24, 127,  97)
      (24, 134,  80)
      (24, 143,  80)
      (24, 144,  15)
      (24, 169,  21)
      (24, 174,  95)
      (24, 175,  40)
      (24, 177,  69)
      (24, 181,  24)
      (24, 182,  66)
      (24, 202,  96)
      (24, 207,  77)
      (24, 209,  54)
      (24, 218,   1)
      (24, 231,  49)
      (24, 237,  33)
      (24, 240,  52)
      (25,  4,  23)
      (25, 12,  57)
      (25, 17,  13)
      (25, 27,  76)
      (25, 68,  11)
      (25, 71,  48)
      (25, 83,  99)
      (25, 91,   1)
      (25, 92,   1)
      (25, 97,  24)
      (25, 103,  41)
      (25, 104,  65)
      (25, 111,  45)
      (25, 140,  44)
      (25, 143,  47)
      (25, 147,  94)
      (25, 182,   4)
      (25, 187,  55)
      (25, 207,  75)
      (25, 233,  40)
      (25, 235,  34)
      (26, 12,  23)
      (26, 37,  76)
      (26, 47,  70)
      (26, 58,  64)
      (26, 70,   0)
      (26, 73,  83)
      (26, 78,  18)
      (26, 79,  78)
      (26, 80,  90)
      (26, 82,  77)
      (26, 86,  46)
      (26, 117,  55)
      (26, 132,  55)
      (26, 136,  91)
      (26, 183,  70)
      (26, 184,  52)
      (26, 187,  92)
      (26, 198,  29)
      (26, 213,  55)
      (26, 216,  37)
      (26, 220,  66)
      (26, 221,  94)
      (26, 223,  21)
      (26, 231,  59)
      (26, 240,   9)
      (26, 241,  60)
      (26, 242,  41)
      (27, 13,  34)
      (27, 18,  78)
      (27, 21,  85)
      (27, 26,  35)
      (27, 32,  20)
      (27, 37,  92)
      (27, 41,  82)
      (27, 43,  45)
      (27, 51,  40)
      (27, 52,  52)
      (27, 74,  32)
      (27, 75,  27)
      (27, 81,  27)
      (27, 84,  88)
      (27, 85,  62)
      (27, 88,  59)
      (27, 93,  99)
      (27, 96,  51)
      (27, 107,   1)
      (27, 133,  54)
      (27, 152,  36)
      (27, 169,  89)
      (27, 171,  82)
      (27, 174,   4)
      (27, 192,  92)
      (27, 193,   8)
      (27, 202,  16)
      (27, 213,   1)
      (27, 225,  22)
      (27, 229,  46)
      (27, 238,  46)
      (27, 247,  73)
      (27, 249,  58)
      (28,  2,  19)
      (28, 14,  68)
      (28, 15,  14)
      (28, 34,   3)
      (28, 53,  83)
      (28, 66,  99)
      (28, 74,  51)
      (28, 92,   9)
      (28, 110,  43)
      (28, 115,  53)
      (28, 120,  97)
      (28, 142,  13)
      (28, 157,   7)
      (28, 194,   1)
      (28, 203,  22)
      (28, 223,  69)
      (28, 226,  60)
      (28, 231,  95)
      (28, 233,  37)
      (28, 234,  51)
      (28, 240,  39)
      (28, 246,   2)
      (29,  9,  51)
      (29, 13,  78)
      (29, 19,  16)
      (29, 25,  87)
      (29, 28,  98)
      (29, 36,  71)
      (29, 39,  21)
      (29, 41,  20)
      (29, 44,  32)
      (29, 62,  93)
      (29, 78,  29)
      (29, 104,   3)
      (29, 107,  56)
      (29, 108,  86)
      (29, 135,  69)
      (29, 145,  49)
      (29, 185,  93)
      (29, 192,  50)
      (29, 208,  93)
      (29, 214,  28)
      (29, 216,  80)
      (29, 230,  11)
      (29, 235,  66)
      (30,  4,  48)
      (30, 10,   5)
      (30, 14,  91)
      (30, 21,  99)
      (30, 26,  32)
      (30, 27,  15)
      (30, 53,  38)
      (30, 60,  60)
      (30, 61,  77)
      (30, 69,  94)
      (30, 73,  52)
      (30, 93,   8)
      (30, 98,  40)
      (30, 100,  87)
      (30, 115,  15)
      (30, 116,  71)
      (30, 157,  27)
      (30, 207,  82)
      (30, 208,  87)
      (30, 209,   9)
      (30, 212,   7)
      (30, 221,  52)
      (30, 223,  38)
      (30, 224,  99)
      (30, 233,  92)
      (30, 236,  51)
      (31, 20,  11)
      (31, 22,   3)
      (31, 41,  93)
      (31, 42,  76)
      (31, 63,  82)
      (31, 65,  67)
      (31, 86,   2)
      (31, 88,   2)
      (31, 94,  35)
      (31, 95,  83)
      (31, 101,  79)
      (31, 104,  43)
      (31, 115,  39)
      (31, 133,  32)
      (31, 135,  43)
      (31, 137,  89)
      (31, 156,  43)
      (31, 162,  54)
      (31, 165,  63)
      (31, 209,  39)
      (31, 212,  13)
      (31, 222,   0)
      (31, 232,  39)
      (31, 243,  63)
      (31, 248,  93)
      (32, 33,  88)
      (32, 36,  41)
      (32, 45,  91)
      (32, 56,  56)
      (32, 82,  53)
      (32, 88,  41)
      (32, 100,  22)
      (32, 101,  29)
      (32, 116,  73)
      (32, 125,  16)
      (32, 138,  63)
      (32, 140,  38)
      (32, 141,  38)
      (32, 149,  66)
      (32, 156,  40)
      (32, 157,  65)
      (32, 166,  75)
      (32, 193,  40)
      (32, 204,  33)
      (32, 227,  30)
      (32, 239,   0)
      (33,  2,  39)
      (33, 34,  26)
      (33, 41,  66)
      (33, 60,  45)
      (33, 78,  44)
      (33, 93,  69)
      (33, 96,  77)
      (33, 106,  11)
      (33, 113,  27)
      (33, 114,  45)
      (33, 126,  20)
      (33, 147,  78)
      (33, 157,  55)
      (33, 193,  52)
      (33, 199,  41)
      (33, 205,  34)
      (33, 210,  67)
      (33, 211,  94)
      (33, 212,  92)
      (33, 218,  46)
      (33, 227,  69)
      (33, 237,  69)
      (33, 243,  14)
      (33, 248,  32)
      (34,  3,  68)
      (34,  6,  71)
      (34, 14,  53)
      (34, 40,  25)
      (34, 42,  85)
      (34, 48,  72)
      (34, 71,  14)
      (34, 76,  55)
      (34, 82,  85)
      (34, 94,  94)
      (34, 111,  46)
      (34, 159,  63)
      (34, 166,  99)
      (34, 169,  93)
      (34, 182,   0)
      (34, 183,  26)
      (34, 202,   6)
      (34, 205,  71)
      (34, 212,  61)
      (34, 233,  19)
      (34, 242,  70)
      (34, 247,  30)
      (35, 17,  62)
      (35, 20,  24)
      (35, 23,  64)
      (35, 29,  28)
      (35, 37,  86)
      (35, 51,   2)
      (35, 60,  22)
      (35, 69,  52)
      (35, 74,  60)
      (35, 75,  61)
      (35, 77,  72)
      (35, 80,  61)
      (35, 88,  63)
      (35, 89,  59)
      (35, 92,  56)
      (35, 112,   7)
      (35, 124,  95)
      (35, 153,  79)
      (35, 160,  34)
      (35, 163,  92)
      (35, 179,  89)
      (35, 188,  47)
      (35, 189,  65)
      (35, 202,  29)
      (35, 221,  41)
      (35, 224,  36)
      (35, 238,  15)
      (35, 248,  57)
      (36,  4,  95)
      (36, 10,  91)
      (36, 12,  32)
      (36, 24,  67)
      (36, 35,  99)
      (36, 37,  92)
      (36, 49,  20)
      (36, 52,  99)
      (36, 55,  72)
      (36, 62,  35)
      (36, 70,  67)
      (36, 71,  33)
      (36, 76,  32)
      (36, 83,  55)
      (36, 99,  17)
      (36, 125,  43)
      (36, 133,  11)
      (36, 134,  95)
      (36, 137,  89)
      (36, 149,  56)
      (36, 152,  10)
      (36, 205,  20)
      (36, 208,  52)
      (36, 224,  36)
      (36, 232,  49)
      (36, 242,  23)
      (37,  1,  79)
      (37,  5,  27)
      (37, 11,  20)
      (37, 12,  74)
      (37, 18,  89)
      (37, 27,  49)
      (37, 35,  31)
      (37, 40,  43)
      (37, 46,  81)
      (37, 65,  82)
      (37, 68,  30)
      (37, 69,  64)
      (37, 71,  86)
      (37, 76,  43)
      (37, 90,  63)
      (37, 101,  17)
      (37, 102,  64)
      (37, 112,  48)
      (37, 126,  66)
      (37, 129,  20)
      (37, 131,  45)
      (37, 144,   9)
      (37, 145,  54)
      (37, 159,  64)
      (37, 168,  36)
      (37, 188,  31)
      (37, 197,  86)
      (37, 199,  20)
      (37, 214,  72)
      (37, 218,  38)
      (37, 226,  99)
      (37, 245,  74)
      (38, 26,  34)
      (38, 31,  76)
      (38, 41,   7)
      (38, 44,  40)
      (38, 46,  97)
      (38, 47,  97)
      (38, 56,  87)
      (38, 58,   8)
      (38, 61,  95)
      (38, 83,  40)
      (38, 92,  61)
      (38, 95,  20)
      (38, 118,  35)
      (38, 122,  21)
      (38, 146,  87)
      (38, 150,  71)
      (38, 151,  57)
      (38, 156,  46)
      (38, 162,  97)
      (38, 164,   7)
      (38, 173,  48)
      (38, 181,  76)
      (38, 218,  69)
      (38, 226,  76)
      (38, 227,  28)
